攝影機名稱,車牌,單位,日期,時間,攝影機,LocationID,經度,緯度,ConvoyID,FollowingID
(租11401)大福路、興仁路-2.往上興路(車),NOR-1004,大竹派出所,2025-08-18,08:44:31,2100806011,LOC_3948,121.260614,25.02079,,
(租11401)大福路、興仁路-4.往大竹路(車),NOR-1004,大竹派出所,2025-08-18,08:44:39,2100806031,LOC_3950,121.260483,25.021158,,
(租11401)雙龍街29巷與中山路1530巷口-3.往雙龍街29巷往雙龍街(車),NOR-1005,龍安派出所,2025-08-18,08:44:44,2010039021,LOC_0467,121.266195,24.9796,,
(租11402)興仁路5巷與大竹一街-5.往興仁路(車),NOR-1004,大竹派出所,2025-08-18,08:45:04,2100752041,LOC_4055,121.261762,25.020473,,
(租11402)興仁路5巷與大竹一街-4.往福興街(車),NOR-1004,大竹派出所,2025-08-18,08:45:09,2100752031,LOC_4054,121.261919,25.020254,,
(租11402)興仁路5巷與大竹一街-2.往大竹路449巷(車),NOR-1004,大竹派出所,2025-08-18,08:45:20,2100752011,LOC_4052,121.261944,25.02081,,
(租11402)興仁路5巷與大竹一街-3.往上竹五街(車),NOR-1004,大竹派出所,2025-08-18,08:45:33,2100752021,LOC_4053,121.262595,25.020453,,
(租11402)龍門街24號前十字路口-6.往龍門街往中壢成功路(車),NOR-1005,龍安派出所,2025-08-18,08:45:51,2010092051,LOC_0499,121.263497,24.977497,,
(租11402)大竹路、上竹一街、上竹二街口-4.往竹中街(車),NOR-1004,大竹派出所,2025-08-18,08:46:31,2100716031,LOC_3986,121.266272,25.019519,,
(租11401)龍山街186巷與中山路1562巷口-6.往中山路1562巷往龍門街(車),NOR-1005,龍安派出所,2025-08-18,08:46:43,2010038051,LOC_0463,121.26263,24.979683,,
(租11402)大竹路、上竹一街、上竹二街口-3.往竹中街(車),NOR-1004,大竹派出所,2025-08-18,08:46:45,2100716021,LOC_3985,121.266855,25.0189,,
(租11401)龍山街186巷與中山路1562巷口-5.往龍門街(車),NOR-1005,龍安派出所,2025-08-18,08:46:55,2010038041,LOC_0462,121.262647,24.980464,,
(租11402)泰圳路、上湖一路口-2.往泰圳路684巷(車),NOR-1003,上湖派出所,2025-08-18,08:47:02,2050278011,LOC_2267,121.104763,24.903042,,
(租11402)大竹路288巷、314巷-6.往上竹路(車),NOR-1004,大竹派出所,2025-08-18,08:47:06,2100717051,LOC_3992,121.268234,25.018362,,
(租11401)龍山街186巷與中山路1562巷口-4.往中山路1562巷往內定一街(車),NOR-1005,龍安派出所,2025-08-18,08:47:11,2010038031,LOC_0461,121.262456,24.981445,,
(租11402)泰圳路、上湖一路口-3.往三湖路(車),NOR-1003,上湖派出所,2025-08-18,08:47:15,2050278021,LOC_2268,121.104178,24.903201,,
(租11401)大竹路288巷28號-2.往上竹路(車),NOR-1004,大竹派出所,2025-08-18,08:47:25,2100906011,LOC_3938,121.269437,25.018452,,
(租11402)泰圳路、上湖一路口-4.往泰圳路820巷(車),NOR-1003,上湖派出所,2025-08-18,08:47:34,2050278031,LOC_2269,121.104487,24.902158,,
(租11402)龍山街與內定一街口-5.往龍門街(車),NOR-1005,龍安派出所,2025-08-18,08:48:16,2010091041,LOC_0484,121.260617,24.98389,,
(租11402)龍山街與內定一街口-3.往龍門街(車),NOR-1005,龍安派出所,2025-08-18,08:48:30,2010091021,LOC_0482,121.260533,24.984459,,
(租11402)大興一街與興仁路口-2.往大興八街(車),NOR-1004,大竹派出所,2025-08-18,08:50:20,2100723011,LOC_4019,121.262376,25.014441,,
(租11402)大興一街與興仁路口-3.往大興二街(車),NOR-1004,大竹派出所,2025-08-18,08:50:27,2100723021,LOC_4020,121.262019,25.014476,,
(租11402)大興一街與興仁路口-4.往中興六街(車),NOR-1004,大竹派出所,2025-08-18,08:50:32,2100723031,LOC_4021,121.262003,25.01411,,
(租11402)泰圳路、上湖二路-3.往泰圳路820巷(車),NOR-1003,上湖派出所,2025-08-18,08:52:54,2050915021,LOC_2272,121.091929,24.895914,,
(租11402)泰圳路、上湖二路-4.往楊湖路二段719巷(車),NOR-1003,上湖派出所,2025-08-18,08:53:01,2050915031,LOC_2273,121.091519,24.895929,,
(租11402)泰圳路、上湖二路-2.往八德路三段135巷(車),NOR-1003,上湖派出所,2025-08-18,08:53:07,2050915011,LOC_2271,121.091617,24.895593,,
(租11402)大福路與大新一街口(一)-2.往福興街(車),NOR-1004,大竹派出所,2025-08-18,08:53:22,2100721011,LOC_4014,121.257627,25.020427,,
(租11402)大福路與大新一街口(一)-4.往豪登一街(車),NOR-1004,大竹派出所,2025-08-18,08:53:30,2100721031,LOC_4016,121.25779,25.020688,,
(租11402)泰圳路、泰圳路1450巷口-3.往新竹(車),NOR-1003,上湖派出所,2025-08-18,08:53:32,2050279021,LOC_2276,121.090044,24.895009,,
(租11402)大福路與大新一街口(一)-3.往大興十一街(車),NOR-1004,大竹派出所,2025-08-18,08:53:37,2100721021,LOC_4015,121.257569,25.020881,,
(租11402)泰圳路、泰圳路1450巷口-2.往新竹(車),NOR-1003,上湖派出所,2025-08-18,08:53:39,2050279011,LOC_2275,121.090011,24.894771,,
(租11402)大福路與大新一街口(一)-5.往大新三街(車),NOR-1004,大竹派出所,2025-08-18,08:53:46,2100721041,LOC_4017,121.257295,25.020669,,
(租11401)大興十一街、大新一街-2.往大福路(車),NOR-1004,大竹派出所,2025-08-18,08:54:17,2100804011,LOC_3952,121.257081,25.0224,,
(租11401)高鐵南路十段、上湖二路口(二)-5.往上湖二路300巷(車),NOR-1003,上湖派出所,2025-08-18,08:57:32,2050227041,LOC_2262,121.086218,24.906585,,
(租11402)高鐵南路十段、上湖二路口(一)-2.高鐵南路十段往新竹內車道(車),NOR-1003,上湖派出所,2025-08-18,08:57:45,2050284011,LOC_2279,121.085912,24.907078,,
(租11402)高鐵南路十段、上湖二路口(一)-3.高鐵南路十段往新竹外車道(車),NOR-1003,上湖派出所,2025-08-18,08:57:46,2050284021,LOC_2279,121.085887,24.90709,,
(租11401)高鐵南路十段、上湖二路口(二)-3.高鐵南路十段往楊湖路三段外車道(車),NOR-1003,上湖派出所,2025-08-18,08:57:53,2050227021,LOC_2260,121.08628,24.907347,,
(租11401)高鐵南路十段、上湖二路口(二)-2.高鐵南路十段往楊湖路三段內車道(車),NOR-1003,上湖派出所,2025-08-18,08:57:53,2050227011,LOC_2260,121.086287,24.907363,,
(租11401)高鐵南路十段、上湖二路口(二)-4.往上湖三路421巷(車),NOR-1003,上湖派出所,2025-08-18,08:57:59,2050227031,LOC_2261,121.08664,24.907246,,
(租11402)高鐵南路十段、上湖二路口(一)-4.往上湖二路90巷(車),NOR-1003,上湖派出所,2025-08-18,08:58:13,2050284031,LOC_2280,121.085877,24.907574,,
(租11402)高鐵南路十段、上湖二路口(一)-5.往楊湖路三段875巷(車),NOR-1003,上湖派出所,2025-08-18,08:58:31,2050284041,LOC_2281,121.08517,24.907437,,
(租11402)楊湖路三段846巷與富豐三路二段口-2.往富民街(車),NOR-1003,上湖派出所,2025-08-18,09:01:56,2051005011,LOC_2283,121.078161,24.917773,,
(租11402)楊湖路三段846巷與富豐三路二段口-3.往富豐二路(車),NOR-1003,上湖派出所,2025-08-18,09:02:03,2051005021,LOC_2284,121.077966,24.917918,,
(租11402)富豐二、富豐二259巷、260巷口-2.往楊湖路三段846巷(車),NOR-1003,富岡派出所,2025-08-18,09:05:03,2051007011,LOC_2496,121.081408,24.925559,,
(租11402)富豐二、富豐二259巷、260巷口-3.往富元街465巷(車),NOR-1003,富岡派出所,2025-08-18,09:05:17,2051007021,LOC_2497,121.081981,24.925908,,
(租11401)中正路、成功路口-4.往中華街66巷(車),NOR-1003,富岡派出所,2025-08-18,09:08:15,2050202031,LOC_2474,121.082885,24.934619,,
(租11401)中正路、成功路口-3.往中華街(車),NOR-1003,富岡派出所,2025-08-18,09:08:30,2050202021,LOC_2473,121.083021,24.935181,,
(租11401)中正路、成功路口-5.往成功路20巷(車),NOR-1003,富岡派出所,2025-08-18,09:08:42,2050202041,LOC_2475,121.083626,24.934767,,
(租11401)民生街(桃109)、民生街505巷-3.往民生街375巷(車),NOR-1003,富岡派出所,2025-08-18,09:11:57,2050208021,LOC_2478,121.087438,24.945331,,
(租11401)民生街(桃109)、民生街505巷-2.往民生街505巷(車),NOR-1003,富岡派出所,2025-08-18,09:12:08,2050208011,LOC_2477,121.087732,24.946018,,
(租11401)民生街(桃109)、民生街505巷-4.往民有路二段(車),NOR-1003,富岡派出所,2025-08-18,09:12:16,2050208031,LOC_2479,121.087243,24.946168,,
(租11401)大興十一街、大新一街-2.往大福路(車),NOR-1004,大竹派出所,2025-08-18,17:34:00,2100804011,LOC_3952,121.257081,25.0224,,
(租11402)大福路與大新一街口(一)-5.往大新三街(車),NOR-1004,大竹派出所,2025-08-18,17:34:30,2100721041,LOC_4017,121.257295,25.020669,,
(租11402)大福路與大新一街口(一)-3.往大興十一街(車),NOR-1004,大竹派出所,2025-08-18,17:34:40,2100721021,LOC_4015,121.257569,25.020881,,
(租11402)大福路與大新一街口(一)-4.往豪登一街(車),NOR-1004,大竹派出所,2025-08-18,17:34:46,2100721031,LOC_4016,121.25779,25.020688,,
(租11402)大福路與大新一街口(一)-2.往福興街(車),NOR-1004,大竹派出所,2025-08-18,17:34:52,2100721011,LOC_4014,121.257627,25.020427,,
(租11402)大興一街與興仁路口-4.往中興六街(車),NOR-1004,大竹派出所,2025-08-18,17:37:53,2100723031,LOC_4021,121.262003,25.01411,,
(租11402)大興一街與興仁路口-3.往大興二街(車),NOR-1004,大竹派出所,2025-08-18,17:38:04,2100723021,LOC_4020,121.262019,25.014476,,
(租11402)大興一街與興仁路口-2.往大興八街(車),NOR-1004,大竹派出所,2025-08-18,17:38:09,2100723011,LOC_4019,121.262376,25.014441,,
(租11401)大竹路288巷28號-2.往上竹路(車),NOR-1004,大竹派出所,2025-08-18,17:40:16,2100906011,LOC_3938,121.269437,25.018452,,
(租11402)大竹路288巷、314巷-6.往上竹路(車),NOR-1004,大竹派出所,2025-08-18,17:40:35,2100717051,LOC_3992,121.268234,25.018362,,
(租11402)大竹路、上竹一街、上竹二街口-3.往竹中街(車),NOR-1004,大竹派出所,2025-08-18,17:40:57,2100716021,LOC_3985,121.266855,25.0189,,
(租11402)大竹路、上竹一街、上竹二街口-4.往竹中街(車),NOR-1004,大竹派出所,2025-08-18,17:41:18,2100716031,LOC_3986,121.266272,25.019519,,
(租11402)興仁路5巷與大竹一街-3.往上竹五街(車),NOR-1004,大竹派出所,2025-08-18,17:42:24,2100752021,LOC_4053,121.262595,25.020453,,
(租11402)興仁路5巷與大竹一街-2.往大竹路449巷(車),NOR-1004,大竹派出所,2025-08-18,17:42:35,2100752011,LOC_4052,121.261944,25.02081,,
(租11402)興仁路5巷與大竹一街-4.往福興街(車),NOR-1004,大竹派出所,2025-08-18,17:42:46,2100752031,LOC_4054,121.261919,25.020254,,
(租11402)興仁路5巷與大竹一街-5.往興仁路(車),NOR-1004,大竹派出所,2025-08-18,17:42:53,2100752041,LOC_4055,121.261762,25.020473,,
(租11401)大福路、興仁路-4.往大竹路(車),NOR-1004,大竹派出所,2025-08-18,17:43:28,2100806031,LOC_3950,121.260483,25.021158,,
(租11401)大福路、興仁路-2.往上興路(車),NOR-1004,大竹派出所,2025-08-18,17:43:38,2100806011,LOC_3948,121.260614,25.02079,,
(租11401)大福路、興仁路-3.往大興路(車),NOR-1004,大竹派出所,2025-08-18,17:43:46,2100806021,LOC_3949,121.260122,25.020842,,
(租11401)上興路、興中街-4.往大興八街(車),NOR-1004,大竹派出所,2025-08-18,17:44:24,2100803031,LOC_3936,121.259453,25.018569,,
(租11401)上興路、興中街-3.往興仁路(車),NOR-1004,大竹派出所,2025-08-18,17:44:31,2100803021,LOC_3935,121.259612,25.018846,,
(租11401)上興路、興中街-2.往大福路(車),NOR-1004,大竹派出所,2025-08-18,17:44:38,2100803011,LOC_3934,121.25949,25.019076,,
(租11401)大新一街與上興路口-2.豪登一街往大福路(車),NOR-1004,大竹派出所,2025-08-18,17:45:02,2100803111,LOC_3942,121.258302,25.019061,,
(租11401)大新一街與上興路口-3.豪登一街往大興八街(車),NOR-1004,大竹派出所,2025-08-18,17:45:08,2100803121,LOC_3943,121.25831,25.018802,,
(租11401)大新一街與上興路口-4.大新一街往大興八街(車),NOR-1004,大竹派出所,2025-08-18,17:45:26,2100803131,LOC_3944,121.257604,25.018616,,
(租11401)大新一街與上興路口-6.往大福路(車),NOR-1004,大竹派出所,2025-08-18,17:45:35,2100803151,LOC_3946,121.257607,25.018998,,
(租11401)大新一街與上興路口-5.上興路往大興路(車),NOR-1004,大竹派出所,2025-08-18,17:45:41,2100803141,LOC_3945,121.257391,25.018888,,
(租11401)大興路、上興路-4.往大新一街(車),NOR-1004,大竹派出所,2025-08-18,17:45:54,2100802031,LOC_3968,121.256593,25.018621,,
(租11401)大興路、上興路-5.往中興路(車),NOR-1004,大竹派出所,2025-08-18,17:46:05,2100802041,LOC_3969,121.256282,25.018269,,
(租11401)大興路、上興路-3.往大新路(車),NOR-1004,大竹派出所,2025-08-18,17:46:09,2100802021,LOC_3967,121.256105,25.018507,,
(租11402)龍山街與內定一街口-3.往龍門街(車),NOR-1005,龍安派出所,2025-08-18,18:13:00,2010091021,LOC_0482,121.260533,24.984459,,
(租11402)龍山街與內定一街口-5.往龍門街(車),NOR-1005,龍安派出所,2025-08-18,18:13:11,2010091041,LOC_0484,121.260617,24.98389,,
(租11401)民生街(桃109)、民生街505巷-4.往民有路二段(車),NOR-1003,富岡派出所,2025-08-18,18:14:00,2050208031,LOC_2479,121.087243,24.946168,,
(租11401)龍山街186巷與中山路1562巷口-4.往中山路1562巷往內定一街(車),NOR-1005,龍安派出所,2025-08-18,18:14:01,2010038031,LOC_0461,121.262456,24.981445,,
(租11401)民生街(桃109)、民生街505巷-2.往民生街505巷(車),NOR-1003,富岡派出所,2025-08-18,18:14:13,2050208011,LOC_2477,121.087732,24.946018,,
(租11401)龍山街186巷與中山路1562巷口-5.往龍門街(車),NOR-1005,龍安派出所,2025-08-18,18:14:22,2010038041,LOC_0462,121.262647,24.980464,,
(租11401)民生街(桃109)、民生街505巷-3.往民生街375巷(車),NOR-1003,富岡派出所,2025-08-18,18:14:25,2050208021,LOC_2478,121.087438,24.945331,,
(租11401)龍山街186巷與中山路1562巷口-6.往中山路1562巷往龍門街(車),NOR-1005,龍安派出所,2025-08-18,18:14:35,2010038051,LOC_0463,121.26263,24.979683,,
(租11402)龍門街24號前十字路口-6.往龍門街往中壢成功路(車),NOR-1005,龍安派出所,2025-08-18,18:15:22,2010092051,LOC_0499,121.263497,24.977497,,
(租11401)雙龍街29巷與中山路1530巷口-3.往雙龍街29巷往雙龍街(車),NOR-1005,龍安派出所,2025-08-18,18:16:20,2010039021,LOC_0467,121.266195,24.9796,,
(租11401)雙龍街29巷與中山路1530巷口-4.往雙龍街29巷往中山街(車),NOR-1005,龍安派出所,2025-08-18,18:16:46,2010039031,LOC_0466,121.265831,24.97812,,
(租11401)中山路與中山路1496巷-5.往中山路外車道(車),NOR-1005,龍安派出所,2025-08-18,18:17:46,2010006041,LOC_0438,121.268177,24.976557,,
(租11401)中山路與中山路1496巷-6.往中山路內車道(車),NOR-1005,龍安派出所,2025-08-18,18:17:47,2010006051,LOC_0438,121.268199,24.976535,,
(租11401)中正路、成功路口-5.往成功路20巷(車),NOR-1003,富岡派出所,2025-08-18,18:18:09,2050202041,LOC_2475,121.083626,24.934767,,
(租11401)中正路、成功路口-3.往中華街(車),NOR-1003,富岡派出所,2025-08-18,18:18:22,2050202021,LOC_2473,121.083021,24.935181,,
(租11401)中正路、成功路口-4.往中華街66巷(車),NOR-1003,富岡派出所,2025-08-18,18:18:34,2050202031,LOC_2474,121.082885,24.934619,,
(租11401)中華路與高城六街48巷口-3.往龍祥街(車),NOR-1005,高明派出所,2025-08-18,18:19:01,2080593021,LOC_3591,121.271954,24.979301,,
(租11401)中華路與高城六街48巷口-4.往高城六街48巷(車),NOR-1005,高明派出所,2025-08-18,18:20:01,2080593031,LOC_3592,121.274303,24.979626,,
(租11401)中華路與中華北街-4.往中華北街(車),NOR-1005,高明派出所,2025-08-18,18:21:08,2080592031,LOC_3589,121.276352,24.982356,,
(租11401)中華路與中華北街-3.往中華北街(車),NOR-1005,高明派出所,2025-08-18,18:21:15,2080592021,LOC_3588,121.276573,24.982187,,
(租11402)富豐二、富豐二259巷、260巷口-3.往富元街465巷(車),NOR-1003,富岡派出所,2025-08-18,18:22:20,2051007021,LOC_2497,121.081981,24.925908,,
(租11402)富豐二、富豐二259巷、260巷口-2.往楊湖路三段846巷(車),NOR-1003,富岡派出所,2025-08-18,18:22:30,2051007011,LOC_2496,121.081408,24.925559,,
(租11401)中山路943巷1弄-4.往中山路943巷往中山路(車),NOR-1005,龍安派出所,2025-08-18,18:24:12,2010046031,LOC_0437,121.282994,24.987052,,
(租11402)楊湖路三段846巷與富豐三路二段口-3.往富豐二路(車),NOR-1003,上湖派出所,2025-08-18,18:24:37,2051005021,LOC_2284,121.077966,24.917918,,
(租11402)楊湖路三段846巷與富豐三路二段口-2.往富民街(車),NOR-1003,上湖派出所,2025-08-18,18:24:41,2051005011,LOC_2283,121.078161,24.917773,,
(租11401)國強七街與國豐六街口-5.往國強七街往國強七街32巷(車),NOR-1005,龍安派出所,2025-08-18,18:26:25,2010074041,LOC_0451,121.278002,24.988121,,
(租11401)國強七街與國豐六街口-7.往國豐六街往龍鳳三街(車),NOR-1005,龍安派出所,2025-08-18,18:26:32,2010074061,LOC_0452,121.278496,24.988032,,
(租11401)國強七街與國豐六街口-6.往國強七街往龍安街(車),NOR-1005,龍安派出所,2025-08-18,18:26:37,2010074051,LOC_0447,121.278483,24.988292,,
(租11401)國強七街與國豐六街口-4.往國豐六街往國強八街(車),NOR-1005,龍安派出所,2025-08-18,18:26:42,2010074031,LOC_0450,121.2783,24.988496,,
(租11401)國強十一街與國豐八街口-3.往國強十一街往國豐十街(車),NOR-1005,龍安派出所,2025-08-18,18:27:39,2010075021,LOC_0455,121.275364,24.991079,,
(租11401)國強十一街與國豐八街口-5.往國豐八街(車),NOR-1005,龍安派出所,2025-08-18,18:27:50,2010075041,LOC_0457,121.275532,24.991542000000003,,
(租11401)國強十一街與國豐八街口-4.往國強十一街往國豐七街(車),NOR-1005,龍安派出所,2025-08-18,18:27:58,2010075031,LOC_0456,121.27588,24.991267,,
(租11402)龍安街、文中路(二)-5.往國強十三街往國豐三街(車),NOR-1005,龍安派出所,2025-08-18,18:28:55,2010770141,LOC_0491,121.277875,24.993026,,
(租11402)高鐵南路十段、上湖二路口(一)-5.往楊湖路三段875巷(車),NOR-1003,上湖派出所,2025-08-18,18:28:58,2050284041,LOC_2281,121.08517,24.907437,,
(租11402)高鐵南路十段、上湖二路口(一)-4.往上湖二路90巷(車),NOR-1003,上湖派出所,2025-08-18,18:29:08,2050284031,LOC_2280,121.085877,24.907574,,
(租11402)龍安街、文中路(二)-3.往文中路內車道往國豐十街(車),NOR-1005,龍安派出所,2025-08-18,18:29:11,2010770121,LOC_0489,121.277251,24.993603,,
(租11402)龍安街、文中路(二)-2.往文中路外車道往國豐十街(車),NOR-1005,龍安派出所,2025-08-18,18:29:11,2010770111,LOC_0489,121.277282,24.99361,,
(租11401)高鐵南路十段、上湖二路口(二)-4.往上湖三路421巷(車),NOR-1003,上湖派出所,2025-08-18,18:29:21,2050227031,LOC_2261,121.08664,24.907246,,
(租11401)高鐵南路十段、上湖二路口(二)-2.高鐵南路十段往楊湖路三段內車道(車),NOR-1003,上湖派出所,2025-08-18,18:29:28,2050227011,LOC_2260,121.086287,24.907363,,
(租11401)高鐵南路十段、上湖二路口(二)-3.高鐵南路十段往楊湖路三段外車道(車),NOR-1003,上湖派出所,2025-08-18,18:29:29,2050227021,LOC_2260,121.08628,24.907347,,
(租11402)龍安街、文中路-3.往文中路內車道往國豐十街(車),NOR-1005,龍安派出所,2025-08-18,18:29:29,2010770021,LOC_0486,121.278226,24.994016,,
(租11402)龍安街、文中路-2.往文中路外車道往國豐十街(車),NOR-1005,龍安派出所,2025-08-18,18:29:30,2010770011,LOC_0486,121.27822,24.993978,,
(租11402)龍安街、文中路-5.往國強十三街往國豐三街(車),NOR-1005,龍安派出所,2025-08-18,18:29:36,2010770041,LOC_0487,121.27844,24.993782,,
(租11402)龍安街、文中路-4.往龍安街往國強一街(車),NOR-1005,龍安派出所,2025-08-18,18:29:38,2010770031,LOC_0487,121.278374,24.993772,,
(租11402)高鐵南路十段、上湖二路口(一)-3.高鐵南路十段往新竹外車道(車),NOR-1003,上湖派出所,2025-08-18,18:29:39,2050284021,LOC_2279,121.085887,24.90709,,
(租11402)高鐵南路十段、上湖二路口(一)-2.高鐵南路十段往新竹內車道(車),NOR-1003,上湖派出所,2025-08-18,18:29:40,2050284011,LOC_2279,121.085912,24.907078,,
(租11402)龍安街、文中路(二)-4.往龍安街往國強一街(車),NOR-1005,龍安派出所,2025-08-18,18:29:48,2010770131,LOC_0490,121.278111,24.993426,,
(租11401)高鐵南路十段、上湖二路口(二)-5.往上湖二路300巷(車),NOR-1003,上湖派出所,2025-08-18,18:29:49,2050227041,LOC_2262,121.086218,24.906585,,
(租11402)泰圳路、泰圳路1450巷口-2.往新竹(車),NOR-1003,上湖派出所,2025-08-18,18:33:02,2050279011,LOC_2275,121.090011,24.894771,,
(租11402)泰圳路、泰圳路1450巷口-3.往新竹(車),NOR-1003,上湖派出所,2025-08-18,18:33:05,2050279021,LOC_2276,121.090044,24.895009,,
(租11402)泰圳路、上湖二路-2.往八德路三段135巷(車),NOR-1003,上湖派出所,2025-08-18,18:33:33,2050915011,LOC_2271,121.091617,24.895593,,
(租11402)泰圳路、上湖二路-4.往楊湖路二段719巷(車),NOR-1003,上湖派出所,2025-08-18,18:33:42,2050915031,LOC_2273,121.091519,24.895929,,
(租11402)泰圳路、上湖二路-3.往泰圳路820巷(車),NOR-1003,上湖派出所,2025-08-18,18:33:51,2050915021,LOC_2272,121.091929,24.895914,,
(租11402)泰圳路、上湖一路口-4.往泰圳路820巷(車),NOR-1003,上湖派出所,2025-08-18,18:39:00,2050278031,LOC_2269,121.104487,24.902158,,
(租11402)泰圳路、上湖一路口-3.往三湖路(車),NOR-1003,上湖派出所,2025-08-18,18:39:22,2050278021,LOC_2268,121.104178,24.903201,,
(租11402)泰圳路、上湖一路口-2.往泰圳路684巷(車),NOR-1003,上湖派出所,2025-08-18,18:39:37,2050278011,LOC_2267,121.104763,24.903042,,
(租11401)泰圳路、泰圳路200巷口-2.往泰圳路177巷(車),NOR-1003,上湖派出所,2025-08-18,18:42:05,2050225011,LOC_2255,121.11292,24.906736,,
(租11401)泰圳路、泰圳路200巷口-3.往泰圳路190巷(車),NOR-1003,上湖派出所,2025-08-18,18:42:11,2050225021,LOC_2256,121.112687,24.906846,,
(租11401)泰圳路、泰圳路200巷口-4.往泰圳路200巷(車),NOR-1003,上湖派出所,2025-08-18,18:42:24,2050225031,LOC_2257,121.112383,24.906291,,
(租11401)泰圳路、泰圳路200巷口-5.往泰圳路222巷(車),NOR-1003,上湖派出所,2025-08-18,18:42:29,2050225041,LOC_2258,121.112439,24.906033,,
(租11402)國際路一段308號前Y字型路口-4.往八德(車),NOR-1001,中路派出所,2025-08-18,19:11:00,2010080031,LOC_0413,121.291523,24.968309,,
(租11402)國際路一段262巷與桃德路113巷-5.往桃德路(車),NOR-1001,中路派出所,2025-08-18,19:11:24,2010079041,LOC_0409,121.29252,24.96796,,
(租11402)國際路一段262巷與桃德路113巷-4.往八德(車),NOR-1001,中路派出所,2025-08-18,19:11:28,2010079031,LOC_0408,121.292344,24.967785,,
(租11401)國際路一段141巷與桃德路39巷口-5.往國際路一段141巷(車),NOR-1001,中路派出所,2025-08-18,19:12:25,2010078041,LOC_0350,121.291792,24.96517,,
(租11401)國際路一段141巷與桃德路39巷口-3.往國際路一段往桃園(車),NOR-1001,中路派出所,2025-08-18,19:12:38,2010078021,LOC_0348,121.292196,24.96585,,
(租11401)國際路一段141巷與桃德路39巷口-4.往桃德路39巷(車),NOR-1001,中路派出所,2025-08-18,19:12:46,2010078031,LOC_0349,121.292683,24.965737,,
(租11401)國際路一段141巷與桃德路39巷口-6.往國際路一段120巷(車),NOR-1001,中路派出所,2025-08-18,19:13:07,2010078051,LOC_0351,121.292855,24.964712,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-8.往國際路一段往國豐街(車),NOR-1001,中路派出所,2025-08-18,19:13:39,2010076071,LOC_0345,121.292439,24.963559,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-5.往中路北街67巷(車),NOR-1001,中路派出所,2025-08-18,19:13:58,2010076041,LOC_0342,121.293488,24.963336,,
(租11402)中路街與中路南街口-4.往國際一路往國際路一段(車),NOR-1001,廣興派出所,2025-08-18,19:14:20,2080620031,LOC_3370,121.293343,24.962521,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-6.往國際二路往中路北街(車),NOR-1001,中路派出所,2025-08-18,19:14:25,2010076051,LOC_0343,121.293647,24.962301,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-7.往國際一路往中路街(車),NOR-1001,中路派出所,2025-08-18,19:14:39,2010076061,LOC_0344,121.293306,24.961889000000003,,
(租11402)中路街與中路南街口-6.往中路北街往國際二路(車),NOR-1001,廣興派出所,2025-08-18,19:15:03,2080620051,LOC_3372,121.294295,24.961488,,
(租11402)中路街與中路南街口-5.往中路南街往國際路(車),NOR-1001,廣興派出所,2025-08-18,19:15:08,2080620041,LOC_3371,121.294327,24.961177,,
(租11402)廣福路與廣隆街口-5.往廣隆街往建國路(車),NOR-1001,廣興派出所,2025-08-18,19:16:07,2080652041,LOC_3399,121.292153,24.959094,,
(租11402)廣福路與廣隆街口-6.往廣隆街往廣福路(車),NOR-1001,廣興派出所,2025-08-18,19:16:12,2080652051,LOC_3402,121.292179,24.959346,,
(租11401)廣福路與廣福路451巷口 (含483、499巷口)-4.往大湳(車),NOR-1001,廣興派出所,2025-08-18,19:17:13,2080616031,LOC_3356,121.288793,24.959853,,
(租11401)廣福路與廣福路451巷口 (含483、499巷口)-5.往廣興路(車),NOR-1001,廣興派出所,2025-08-18,19:17:20,2080616041,LOC_3353,121.288341,24.959896,,
(租11401)廣福路與廣福路451巷口 (含483、499巷口)-3.往力霸街(車),NOR-1001,廣興派出所,2025-08-18,19:17:29,2080616021,LOC_3355,121.288328,24.959348,,
(租11402)廣興路與廣興路1156巷口-5.往廣興路1156巷往廣福路(車),NOR-1001,廣興派出所,2025-08-18,19:19:38,2080654041,LOC_3410,121.284483,24.955269,,
(租11402)廣興路與廣興路1156巷口-3.往廣興路往新興路(車),NOR-1001,廣興派出所,2025-08-18,19:20:05,2080654021,LOC_3408,121.283674,24.954153,,
(租11402)廣興路與廣興路1156巷口-4.往廣興路往廣福路(車),NOR-1001,廣興派出所,2025-08-18,19:20:16,2080654031,LOC_3409,121.28346,24.9546,,
(租11402)廣興路1360巷80弄口-3.往廣興路1360巷往永豐南路(車),NOR-1001,廣興派出所,2025-08-18,19:21:04,2080653021,LOC_3403,121.280675,24.956095,,
(租11402)廣興路1360巷80弄口-4.往廣興路1360巷往溪墘街(車),NOR-1001,廣興派出所,2025-08-18,19:21:31,2080653031,LOC_3405,121.279342,24.954982,,
(租11402)廣福路1357巷與永豐南路31巷(延伸永豐南路31巷280弄口)-5.往廣福路879巷192弄往廣福路879巷(車),NOR-1001,高明派出所,2025-08-18,19:22:08,2080651041,LOC_3641,121.276976,24.955713,,
