攝影機名稱,車牌,單位,日期,時間,攝影機,LocationID,經度,緯度
(租11402)正康二街與信光路口-7.往信光路往中正路(車),ACC-0002,同安派出所,2025-09-04,22:02:22,2010055061,LOC_0125,121.306462,25.005716
(租11401)中正路與中正五街-5.往中正五街往大連二街(車),DEL-8888,埔子派出所,2025-09-04,22:02:23,2010009041,LOC_0184,121.303922,25.006777
(租11401)信光路與正康一街口-3.往信光路往正康二街(車),ACC-0001,小檜溪派出所,2025-09-04,22:02:24,2010069021,LOC_0671,121.305337,25.005129
(租11401)信光路與正康一街口-4.往大連二街往埔江街(車),ACC-0002,小檜溪派出所,2025-09-04,22:02:28,2010069031,LOC_0672,121.305515,25.005499
(租11401)信光路與正康一街口-2.往大連三街往埔江街(車),ACC-0001,小檜溪派出所,2025-09-04,22:02:28,2010069011,LOC_0670,121.304928,25.005352
(租11401)中正路與慈文路口-5.往慈文路往經國路(車),DEL-8888,埔子派出所,2025-09-04,22:02:34,2010011041,LOC_0190,121.303236,25.007968
(租11401)中正路與慈文路口-4.往中正路外車道(車),DEL-8888,埔子派出所,2025-09-04,22:02:38,2010011031,LOC_0189,121.302842,25.007801
(租11401)中正路與慈文路口-3.往中正路內車道(車),DEL-8888,埔子派出所,2025-09-04,22:02:38,2010011021,LOC_0188,121.302813,25.007791
(租11401)中正路與中正五街-4.中正路往民光路(車),ACC-0001,埔子派出所,2025-09-04,22:02:39,2010009031,LOC_0183,121.303681,25.006291
(租11401)信光路與正康一街口-2.往大連三街往埔江街(車),ACC-0002,小檜溪派出所,2025-09-04,22:02:46,2010069011,LOC_0670,121.304928,25.005352
(租11401)中正路與中正五街-6.往中正五街往長春路(車),ACC-0001,埔子派出所,2025-09-04,22:02:55,2010009051,LOC_0185,121.303143,25.00635
(租11401)信光路與正康一街口-3.往信光路往正康二街(車),ACC-0002,小檜溪派出所,2025-09-04,22:02:56,2010069021,LOC_0671,121.305337,25.005129
(租11401)信光路與正康一街口-1.往正康一街往民光路(車),ACC-0002,小檜溪派出所,2025-09-04,22:02:59,2010069001,LOC_0669,121.305216,25.004849
(租11401)中正路與慈文路口-5.往慈文路往經國路(車),ACC-0001,埔子派出所,2025-09-04,22:03:00,2010011041,LOC_0190,121.303236,25.007968
(租11401)中正路與中正五街-5.往中正五街往大連二街(車),ACC-0001,埔子派出所,2025-09-04,22:03:00,2010009041,LOC_0184,121.303922,25.006777
(租11401)中正路與慈文路口-4.往中正路外車道(車),ACC-0001,埔子派出所,2025-09-04,22:03:03,2010011031,LOC_0189,121.302842,25.007801
(租11401)中正路與中正五街-4.中正路往民光路(車),ACC-0002,埔子派出所,2025-09-04,22:03:04,2010009031,LOC_0183,121.303681,25.006291
(租11401)中正路與慈文路口-3.往中正路內車道(車),ACC-0002,埔子派出所,2025-09-04,22:03:08,2010011021,LOC_0188,121.302813,25.007791
(租11401)慈雲街、愛九街與慈文路口-6.往慈文路往中正路(車),DEL-8888,埔子派出所,2025-09-04,22:03:11,2010084051,LOC_0225,121.300614,25.005877
(租11401)中正路與慈文路口-3.往中正路內車道(車),ACC-0001,埔子派出所,2025-09-04,22:03:13,2010011021,LOC_0188,121.302813,25.007791
(租11401)慈雲街、愛九街與慈文路口-5.往慈雲街往慈光街(車),DEL-8888,埔子派出所,2025-09-04,22:03:14,2010084041,LOC_0224,121.300377,25.005919
(租11401)慈雲街、愛九街與慈文路口-7.往慈文路322巷(車),DEL-8888,埔子派出所,2025-09-04,22:03:20,2010084061,LOC_0226,121.300156,25.00539
(租11401)慈雲街、愛九街與慈文路口-8.往愛九街往中正五街(車),DEL-8888,埔子派出所,2025-09-04,22:03:25,2010084071,LOC_0227,121.30049,25.004828
(租11401)中正路與慈文路口-5.往慈文路往經國路(車),ACC-0002,埔子派出所,2025-09-04,22:03:29,2010011041,LOC_0190,121.303236,25.007968
(租11401)慈文路、中正三街、慈華街口-5.往慈文路往中正路(車),DEL-8888,埔子派出所,2025-09-04,22:03:35,2010032041,LOC_0219,121.299147,25.00431
(租11401)慈文路、中正三街、慈華街口-4.往慈華街往慈光街(車),DEL-8888,埔子派出所,2025-09-04,22:03:41,2010032031,LOC_0218,121.298458,25.004211
(租11401)慈雲街、愛九街與慈文路口-8.往愛九街往中正五街(車),ACC-0001,埔子派出所,2025-09-04,22:03:42,2010084071,LOC_0227,121.30049,25.004828
(租11401)慈文路、中正三街、慈華街口-3.往中正三街往愛七街(車),DEL-8888,埔子派出所,2025-09-04,22:03:46,2010032021,LOC_0217,121.298511,25.003676
(租11401)中正路與中正五街-5.往中正五街往大連二街(車),ACC-0002,埔子派出所,2025-09-04,22:03:49,2010009041,LOC_0184,121.303922,25.006777
(租11401)慈雲街、愛九街與慈文路口-5.往慈雲街往慈光街(車),ACC-0001,埔子派出所,2025-09-04,22:03:51,2010084041,LOC_0224,121.300377,25.005919
(租11401)慈雲街、愛九街與慈文路口-7.往慈文路322巷(車),ACC-0001,埔子派出所,2025-09-04,22:03:53,2010084061,LOC_0226,121.300156,25.00539
(租11401)慈雲街、愛九街與慈文路口-6.往慈文路往中正路(車),ACC-0001,埔子派出所,2025-09-04,22:03:54,2010084051,LOC_0225,121.300614,25.005877
(租11401)慈雲街、愛九街與慈文路口-5.往慈雲街往慈光街(車),ACC-0002,埔子派出所,2025-09-04,22:03:55,2010084041,LOC_0224,121.300377,25.005919
(租11401)慈雲街、愛九街與慈文路口-6.往慈文路往中正路(車),ACC-0002,埔子派出所,2025-09-04,22:03:56,2010084051,LOC_0225,121.300614,25.005877
(租11401)蓮埔街、慈華街與慈光街口-5.往慈光街往永安路(車),DEL-8888,埔子派出所,2025-09-04,22:03:57,2010036041,LOC_0232,121.297737,25.004872
(租11401)慈雲街、愛九街與慈文路口-8.往愛九街往中正五街(車),ACC-0002,埔子派出所,2025-09-04,22:04:00,2010084071,LOC_0227,121.30049,25.004828
(租11401)慈文路、中正三街、慈華街口-5.往慈文路往中正路(車),ACC-0001,埔子派出所,2025-09-04,22:04:06,2010032041,LOC_0219,121.299147,25.00431
(租11401)蓮埔街、慈華街與慈光街口-4.往慈文路322巷往慈文路(車),DEL-8888,埔子派出所,2025-09-04,22:04:06,2010036031,LOC_0231,121.298543,25.005255
(租11401)蓮埔街、慈華街與慈光街口-3.往慈光街往慈雲街(車),DEL-8888,埔子派出所,2025-09-04,22:04:09,2010036021,LOC_0230,121.298572,25.005462
(租11401)慈文路、中正三街、慈華街口-4.往慈華街往慈光街(車),ACC-0001,埔子派出所,2025-09-04,22:04:09,2010032031,LOC_0218,121.298458,25.004211
(租11401)慈文路、中正三街、慈華街口-3.往中正三街往愛七街(車),ACC-0001,埔子派出所,2025-09-04,22:04:12,2010032021,LOC_0217,121.298511,25.003676
(租11401)慈文路、中正三街、慈華街口-5.往慈文路往中正路(車),ACC-0002,埔子派出所,2025-09-04,22:04:16,2010032041,LOC_0219,121.299147,25.00431
(租11401)蓮埔街、慈華街與慈光街口-5.往慈光街往永安路(車),ACC-0001,埔子派出所,2025-09-04,22:04:21,2010036041,LOC_0232,121.297737,25.004872
(租11401)蓮埔街、慈華街與慈光街口-3.往慈光街往慈雲街(車),ACC-0001,埔子派出所,2025-09-04,22:04:27,2010036021,LOC_0230,121.298572,25.005462
(租11401)蓮埔街、慈華街與慈光街口-4.往慈文路322巷往慈文路(車),ACC-0001,埔子派出所,2025-09-04,22:04:27,2010036031,LOC_0231,121.298543,25.005255
(租11402)永安路、吉安路-6.往蓮埔街(車),DEL-8888,埔子派出所,2025-09-04,22:04:41,2010763051,LOC_0238,121.294983,25.006188
(租11402)永安路、吉安路-7.往永順街23巷(車),DEL-8888,埔子派出所,2025-09-04,22:04:42,2010763061,LOC_0239,121.294935,25.006202
(租11402)永安路、吉安路-5.往大興西路三段(車),DEL-8888,埔子派出所,2025-09-04,22:04:45,2010763041,LOC_0237,121.294678,25.005839
(租11402)永安路、吉安路-4.往力行路(車),DEL-8888,埔子派出所,2025-09-04,22:04:46,2010763031,LOC_0236,121.294841,25.005751
(租11401)慈文路、中正三街、慈華街口-3.往中正三街往愛七街(車),ACC-0002,埔子派出所,2025-09-04,22:04:50,2010032021,LOC_0217,121.298511,25.003676
(租11402)永安路、吉安路(二)-2.往吉安街往正光路(車),DEL-8888,埔子派出所,2025-09-04,22:04:52,2010763111,LOC_0241,121.294017,25.005926
(租11401)蓮埔街、慈華街與慈光街口-5.往慈光街往永安路(車),ACC-0002,埔子派出所,2025-09-04,22:04:53,2010036041,LOC_0232,121.297737,25.004872
(租11402)永安路、吉安路(二)-3.往永安路653巷往吉安一街(車),DEL-8888,埔子派出所,2025-09-04,22:04:58,2010763121,LOC_0242,121.29346,25.006233
(租11402)永安路、吉安路-5.往大興西路三段(車),ACC-0001,埔子派出所,2025-09-04,22:05:01,2010763041,LOC_0237,121.294678,25.005839
(租11402)永安路810-3.往永順街23巷(車),DEL-8888,埔子派出所,2025-09-04,22:05:03,2010060021,LOC_0245,121.293969,25.006749
(租11402)永安路、吉安路-6.往蓮埔街(車),ACC-0001,埔子派出所,2025-09-04,22:05:04,2010763051,LOC_0238,121.294983,25.006188
(租11401)慈文路、中正三街、慈華街口-4.往慈華街往慈光街(車),ACC-0002,埔子派出所,2025-09-04,22:05:05,2010032031,LOC_0218,121.298458,25.004211
(租11402)永安路810-4.往蓮埔街(車),DEL-8888,埔子派出所,2025-09-04,22:05:07,2010060031,LOC_0246,121.294047,25.007286
(租11401)蓮埔街、慈華街與慈光街口-4.往慈文路322巷往慈文路(車),ACC-0002,埔子派出所,2025-09-04,22:05:08,2010036031,LOC_0231,121.298543,25.005255
(租11402)永安路、吉安路-7.往永順街23巷(車),ACC-0001,埔子派出所,2025-09-04,22:05:09,2010763061,LOC_0239,121.294935,25.006202
(租11402)永安路、吉安路-4.往力行路(車),ACC-0001,埔子派出所,2025-09-04,22:05:11,2010763031,LOC_0236,121.294841,25.005751
(租11402)永安路810-3.往永順街23巷(車),ACC-0001,埔子派出所,2025-09-04,22:05:21,2010060021,LOC_0245,121.293969,25.006749
(租11402)永安路、吉安路-5.往大興西路三段(車),ACC-0002,埔子派出所,2025-09-04,22:05:24,2010763041,LOC_0237,121.294678,25.005839
(租11402)永安路810-4.往蓮埔街(車),ACC-0001,埔子派出所,2025-09-04,22:05:27,2010060031,LOC_0246,121.294047,25.007286
(租11402)永安路、吉安路-7.往永順街23巷(車),ACC-0002,埔子派出所,2025-09-04,22:05:31,2010763061,LOC_0239,121.294935,25.006202
(租11402)永安路、吉安路(二)-2.往吉安街往正光路(車),ACC-0001,埔子派出所,2025-09-04,22:05:33,2010763111,LOC_0241,121.294017,25.005926
(租11401)蓮埔街、慈華街與慈光街口-3.往慈光街往慈雲街(車),ACC-0002,埔子派出所,2025-09-04,22:05:34,2010036021,LOC_0230,121.298572,25.005462
(租11402)永安路、吉安路(二)-3.往永安路653巷往吉安一街(車),ACC-0002,埔子派出所,2025-09-04,22:05:35,2010763121,LOC_0242,121.29346,25.006233
(租11402)永安路、吉安路(二)-3.往永安路653巷往吉安一街(車),ACC-0001,埔子派出所,2025-09-04,22:05:35,2010763121,LOC_0242,121.29346,25.006233
(租11402)永安路、吉安路-4.往力行路(車),ACC-0002,埔子派出所,2025-09-04,22:05:37,2010763031,LOC_0236,121.294841,25.005751
(租11402)永安路810-4.往蓮埔街(車),ACC-0002,埔子派出所,2025-09-04,22:05:37,2010060031,LOC_0246,121.294047,25.007286
(租11401)中埔一街與同德五街口-5.往中埔一街往大興西路二段(車),DEL-8888,埔子派出所,2025-09-04,22:05:46,2010012041,LOC_0195,121.296383,25.012285
(租11402)永安路、吉安路(二)-2.往吉安街往正光路(車),ACC-0002,埔子派出所,2025-09-04,22:05:54,2010763111,LOC_0241,121.294017,25.005926
(租11402)永安路、吉安路-6.往蓮埔街(車),ACC-0002,埔子派出所,2025-09-04,22:05:58,2010763051,LOC_0238,121.294983,25.006188
(租11401)中埔一街與同德五街口-5.往中埔一街往大興西路二段(車),ACC-0001,埔子派出所,2025-09-04,22:06:02,2010012041,LOC_0195,121.296383,25.012285
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-5.往雙峰路(車),NOR-1004,青溪派出所,2025-09-05,08:03:00,2010072041,LOC_0304,121.311399,25.011562
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-3.往雙峰路(車),NOR-1004,青溪派出所,2025-09-05,08:03:04,2010072021,LOC_0302,121.311957,25.011226
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-6.往大業路一段(車),NOR-1004,青溪派出所,2025-09-05,08:03:10,2010072051,LOC_0305,121.311443,25.010664
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-4.往民富十一街(車),NOR-1004,青溪派出所,2025-09-05,08:03:17,2010072031,LOC_0303,121.312291,25.010548
(租11401)福元街、民富九街與大業路一段口-7.往大業路一段(車),NOR-1004,青溪派出所,2025-09-05,08:03:36,2010035061,LOC_0283,121.314268,25.00964
(租11401)福元街、民富九街與大業路一段口-6.往福元街(車),NOR-1004,青溪派出所,2025-09-05,08:03:39,2010035051,LOC_0282,121.314511,25.009742000000003
(租11401)福元街、民富九街與大業路一段口-5.往民富九街(車),NOR-1004,青溪派出所,2025-09-05,08:03:49,2010035041,LOC_0281,121.315363,25.009247
(租11401)福元街、民富九街與大業路一段口-4.往大業路一段往民光東路(車),NOR-1004,青溪派出所,2025-09-05,08:03:53,2010035031,LOC_0280,121.315108,25.008747
(租11401)民有三街、民有十三街與寶山街口-4.往民有三街(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:18,2010017031,LOC_0660,121.314705,25.010809
(租11401)民有三街、民有十三街與寶山街口-5.往寶山街往大有路(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:28,2010017041,LOC_0661,121.314438,25.011682
(租11401)民有三街、民有十三街與寶山街口-6.往雙峰路(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:32,2010017051,LOC_0662,121.314206600337,25.0120838645721
(租11401)坤成街與民有十六街口-5.往坤成街105巷(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:46,2010067041,LOC_0667,121.312901,25.013278
(租11401)坤成街與民有十六街口-3.往坤成街往民有三街(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:49,2010067021,LOC_0665,121.312771,25.013527
(租11401)坤成街與民有十六街口-4.往坤成街往大業一路(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:49,2010067031,LOC_0666,121.312732,25.013523
(租11401)坤成街與民有十六街口-6.往民有十六街往大興路(車),NOR-1004,小檜溪派出所,2025-09-05,08:04:55,2010067051,LOC_0668,121.312949,25.013999
(租11401)白玉一路、白玉二路與自強五街口-3.往自強一路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:00,2020859021,LOC_0846,121.083625,25.044509
(租11401)白玉一路、白玉二路與自強五街口-4.自強五街往桃科五路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:03,2020859031,LOC_0847,121.083491,25.044828
(租11401)白玉一路、白玉二路與自強五街口-5.白玉二路往桃科五路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:10,2020859041,LOC_0848,121.08287,25.045127
(租11401)白玉一路、白玉二路與自強五街口-6.往白玉三路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:14,2020859051,LOC_0849,121.08241,25.044702
(租11401)自強一路與桃科五路口-5.往白玉二路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:28,2020858041,LOC_0854,121.084189,25.045204
(租11401)自強一路與桃科五路口-4.往自強五路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:32,2020858031,LOC_0853,121.084306,25.044773
(租11401)自強一路與桃科五路口-3.往白玉一路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:33,2020858021,LOC_0852,121.084438,25.044564
(租11401)大有路與興一街口-3.往興一街65巷(車),NOR-1004,小檜溪派出所,2025-09-05,08:05:35,2010004021,LOC_0646,121.316511,25.015082
(租11401)大有路與興一街口-6.往大有路往大興路方向(車),NOR-1004,小檜溪派出所,2025-09-05,08:05:39,2010004051,LOC_0649,121.31694,25.015451
(租11401)自強一路與桃科五路口-6.往桃科六路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:40,2020858051,LOC_0855,121.084749,25.0451
(租11401)大有路與興一街口-5.往興一街(車),NOR-1004,小檜溪派出所,2025-09-05,08:05:46,2010004041,LOC_0648,121.317582,25.015535
(租11401)大有路與興一街口-4.往民有東路12巷(車),NOR-1004,小檜溪派出所,2025-09-05,08:05:47,2010004031,LOC_0647,121.317788,25.015411
(租11401)大有路與興一街口-7.往大有路往民有東路方向(車),NOR-1004,小檜溪派出所,2025-09-05,08:05:53,2010004061,LOC_0650,121.317334,25.014737
(租11401)桃科七路與白玉二路口-2.往桃科六路(車),NOR-1001,觀音分駐所,2025-09-05,08:05:59,2020857011,LOC_0867,121.085838,25.047488
(租11401)桃科七路與白玉二路口-3.往白玉三路(車),NOR-1001,觀音分駐所,2025-09-05,08:06:01,2020857021,LOC_0868,121.085974,25.047749
(租11401)桃科七路與白玉二路口-4.往自強六街(車),NOR-1001,觀音分駐所,2025-09-05,08:06:04,2020857031,LOC_0869,121.086282,25.047676
(租11401)桃科七路與白玉二路口-5.往自強二路(車),NOR-1001,觀音分駐所,2025-09-05,08:06:06,2020857041,LOC_0870,121.086178,25.047453
(租11402)玉林路一段與桃科六路口-2.往白玉三路(車),NOR-1001,觀音分駐所,2025-09-05,08:06:49,2021069011,LOC_0918,121.08872,25.043427
(租11402)玉林路一段與桃科六路口-3.往中興路(車),NOR-1001,觀音分駐所,2025-09-05,08:06:57,2021069021,LOC_0919,121.088328,25.04289
(租11402)信義路145、156巷口-2.往中正路(車),NOR-1001,觀音分駐所,2025-09-05,08:09:29,2020368011,LOC_0935,121.077574,25.035256
(租11402)信義路145、156巷口-4.往信義路(車),NOR-1001,觀音分駐所,2025-09-05,08:09:37,2020368031,LOC_0937,121.076785,25.035825
(租11402)信義路145、156巷口-3.往桃科一路(車),NOR-1001,觀音分駐所,2025-09-05,08:09:43,2020368021,LOC_0936,121.076456,25.035168
(租11401)文化路與觀和路口-2.往中正路(車),NOR-1001,觀音分駐所,2025-09-05,08:10:49,2020349011,LOC_0820,121.08444,25.029482
(租11401)文化路與觀和路口-3.往廣興一路(車),NOR-1001,觀音分駐所,2025-09-05,08:10:51,2020349021,LOC_0821,121.084697,25.029324
(租11401)文化路與觀新路-1.往濱海路廣興段(車),NOR-1001,觀音分駐所,2025-09-05,08:11:05,2020349111,LOC_0823,121.085098,25.02806
(租11401)槺榔路、蚵殼港圳6-1號池-5.往南圳(車),NOR-1005,大坡派出所,2025-09-05,08:15:00,2050235041,LOC_2678,121.030018,24.973456
(租11401)槺榔路、蚵殼港圳6-1號池-4.往下槺榔(車),NOR-1005,大坡派出所,2025-09-05,08:15:03,2050235031,LOC_2677,121.02991,24.973862
(租11401)槺榔路、蚵殼港圳6-1號池-3.往大坡國中(車),NOR-1005,大坡派出所,2025-09-05,08:15:04,2050235021,LOC_2676,121.029751,24.973919
(租11401)槺榔路、蚵殼港圳6-1號池-2.往民有三路(車),NOR-1005,大坡派出所,2025-09-05,08:15:06,2050235011,LOC_2675,121.029551,24.973828
(租11401)文化路二段(台15)、湧泉路-4.文化路二段往民有一路(車),NOR-1005,永安派出所,2025-09-05,08:16:00,2050205031,LOC_2597,121.022497,24.970165
(租11401)文化路二段(台15)、湧泉路-5.往笨港里3鄰(車),NOR-1005,永安派出所,2025-09-05,08:16:04,2050205041,LOC_2598,121.022173,24.969763
(租11401)文化路二段(台15)、湧泉路-2.文化路二段往蚵間內車道(車),NOR-1005,永安派出所,2025-09-05,08:16:07,2050205011,LOC_2595,121.021786,24.969783
(租11401)文化路二段(台15)、湧泉路-3.文化路二段往蚵間外車道(車),NOR-1005,永安派出所,2025-09-05,08:16:07,2050205021,LOC_2596,121.021771,24.969783
(租11401)文化路二段(台15)、湧泉路-6.湧泉路往台61巷(車),NOR-1005,永安派出所,2025-09-05,08:16:13,2050205051,LOC_2599,121.02155,24.970313
(租11402)文化路二段540號前-3.文化路二段往文大路外車道(車),NOR-1005,大坡派出所,2025-09-05,08:17:22,2050255021,LOC_2682,121.01561,24.964907
(租11402)文化路二段540號前-2.文化路二段往文大路內車道(車),NOR-1005,大坡派出所,2025-09-05,08:17:22,2050255011,LOC_2681,121.015588,24.964917
(租11402)文化路二段540號前-6.往蚵殼港圳6-1號池(車),NOR-1005,大坡派出所,2025-09-05,08:17:26,2050255051,LOC_2685,121.0155,24.964549
(租11402)文化路二段540號前-5.文化路二段往後庄二路內車道(車),NOR-1005,大坡派出所,2025-09-05,08:17:29,2050255041,LOC_2684,121.015173,24.964494
(租11402)文化路二段540號前-4.文化路二段往後庄二路外車道(車),NOR-1005,大坡派出所,2025-09-05,08:17:29,2050255031,LOC_2683,121.015156,24.964499
(租11402)文化路二段540號前-7.往台61線(車),NOR-1005,大坡派出所,2025-09-05,08:17:33,2050255061,LOC_2686,121.015083,24.964816
(租11401)農改場前午後湖方向 (東福路口)-3.往蚵間國小(車),NOR-1005,大坡派出所,2025-09-05,08:19:15,2050233021,LOC_2673,121.026921,24.954836
(租11401)農改場前午後湖方向 (東福路口)-2.往大坡派出所(車),NOR-1005,大坡派出所,2025-09-05,08:19:20,2050233011,LOC_2672,121.027392,24.955033
(租11401)民有二路、國校路口＃民有二路(桃106)、國校路-4.往大坡里6鄰(車),NOR-1005,大坡派出所,2025-09-05,08:21:18,2050210031,LOC_2670,121.039771,24.958185
(租11401)民有二路、國校路口＃民有二路(桃106)、國校路-3.往大坡國小(車),NOR-1005,大坡派出所,2025-09-05,08:21:21,2050210021,LOC_2669,121.040111,24.958169
(租11402)東福路一段、警訓路口-3.往警訓中心(車),NOR-1005,大坡派出所,2025-09-05,08:22:40,2050272021,LOC_2691,121.049357,24.964123
(租11401)龍華路與龍祥路-5.往中正路242巷(車),NOR-1003,龍潭派出所,2025-09-05,08:32:00,2090680041,LOC_4199,121.216869,24.862147
(租11401)龍華路與龍祥路-6.往中正路242巷(車),NOR-1003,龍潭派出所,2025-09-05,08:32:02,2090680051,LOC_4200,121.216662,24.862268
(租11401)龍華路與龍祥路-4.往東龍路(車),NOR-1003,龍潭派出所,2025-09-05,08:32:07,2090680031,LOC_4198,121.216789,24.861809
(租11401)龍華路與龍祥路-3.往新龍路(車),NOR-1003,龍潭派出所,2025-09-05,08:32:11,2090680021,LOC_4197,121.216983,24.861558
(租11402)興豐路、長安街-5.往興豐街往鶯歌(車),NOR-1003,大安派出所,2025-09-05,08:32:14,2080798041,LOC_4038,121.217114,24.861215
(租11402)興豐路、長安街-3.往長安街1906巷往羊稠仔(車),NOR-1003,大安派出所,2025-09-05,08:32:14,2080798021,LOC_4036,121.217114,24.861215
(租11402)中正東路、和二路-3.往中正東路往和二路79巷19弄(車),NOR-1003,南雅派出所,2025-09-05,08:32:17,2030828021,LOC_1534,121.21668,24.861264
(租11402)興豐路、長安街-4.往興豐街往八德分局(車),NOR-1003,大安派出所,2025-09-05,08:32:17,2080798031,LOC_4037,121.21668,24.861264
(租11402)龍華路226巷、242巷-2.往龍華路226巷內(車),NOR-1003,龍潭派出所,2025-09-05,08:32:17,2090843011,LOC_4246,121.21668,24.861264
(租11402)東龍路與龍祥路口-2.往東龍路60巷(車),NOR-1003,龍潭派出所,2025-09-05,08:32:23,2090691011,LOC_4227,121.215973,24.86101
(租11402)東龍路與龍祥路口-4.往新龍路方向(車),NOR-1003,龍潭派出所,2025-09-05,08:32:26,2090691031,LOC_4229,121.215588,24.861255
(租11402)東龍路與龍祥路口-3.往東龍路83巷(車),NOR-1003,龍潭派出所,2025-09-05,08:32:27,2090691021,LOC_4228,121.215498,24.861301
(租11402)東龍路與中正路242巷口-3.往龍華路(車),NOR-1003,龍潭派出所,2025-09-05,08:32:37,2090690021,LOC_4224,121.215791,24.86238
(租11402)東龍路與中正路242巷口-4.往南龍路(車),NOR-1003,龍潭派出所,2025-09-05,08:32:43,2090690031,LOC_4225,121.214997,24.862705
(租11401)東龍路與南龍路口 (東龍路200巷)-3.往新龍路(車),NOR-1003,龍潭派出所,2025-09-05,08:32:57,2090672021,LOC_4189,121.214616,24.863748
(租11401)東龍路與南龍路口 (東龍路200巷)-4.往神龍路(車),NOR-1003,龍潭派出所,2025-09-05,08:33:05,2090672031,LOC_4190,121.213806,24.864296
(租11401)北龍路59巷口(延伸至龍元路與第一市場前)-5.往龍元路(車),NOR-1003,龍潭派出所,2025-09-05,08:33:20,2090671041,LOC_4185,121.212492,24.865318
(租11401)北龍路59巷口(延伸至龍元路與第一市場前)-3.往聖亭路(車),NOR-1003,龍潭派出所,2025-09-05,08:33:25,2090671021,LOC_4183,121.21216,24.865594
(租11401)北龍路59巷口(延伸至龍元路與第一市場前)-4.往東龍路313巷(車),NOR-1003,龍潭派出所,2025-09-05,08:33:30,2090671031,LOC_4184,121.212523,24.865986
(租11401)北龍路59巷口(延伸至龍元路與第一市場前)-6.往東龍路(車),NOR-1003,龍潭派出所,2025-09-05,08:33:33,2090671051,LOC_4186,121.212799,24.865736
(租11402)介壽路(台4)、仁善街-4.往介壽路往興豐路(車),NOR-1002,圳頂派出所,2025-09-05,08:46:00,2030790031,LOC_1705,121.286972,24.90829
(租11402)介壽路(台4)、仁善街-3.往仁善街往埔仁路(車),NOR-1002,圳頂派出所,2025-09-05,08:46:06,2030790021,LOC_1704,121.286205,24.908051
(租11402)介壽路(台4)、仁善街-2.往介壽路往員林路一段(車),NOR-1002,圳頂派出所,2025-09-05,08:46:09,2030790011,LOC_1703,121.286422,24.907734
(租11402)介壽路(台4)、介壽路891巷-3.往介壽路891巷往仁福宮前道路(車),NOR-1002,圳頂派出所,2025-09-05,08:46:20,2030427021,LOC_1708,121.286172,24.906234
(租11401)仁德南街、仁美街135巷-2.往長興路三段(車),NOR-1002,圳頂派出所,2025-09-05,08:46:50,2030426011,LOC_1675,121.285474,24.9105
(租11401)仁德南街、仁美街135巷-3.往仁美一街(車),NOR-1002,圳頂派出所,2025-09-05,08:46:52,2030426021,LOC_1676,121.28533,24.910766
(租11401)仁德南街、仁美街135巷-4.往埔仁路(車),NOR-1002,圳頂派出所,2025-09-05,08:46:55,2030426031,LOC_1677,121.285038,24.910665
(租11402)慈光街、慈光二街、埔頂二街-3.往埔頂二街往埔頂七街(車),NOR-1002,圳頂派出所,2025-09-05,08:48:04,2030826021,LOC_1737,121.280727,24.903495
(租11402)慈光街、慈光二街、埔頂二街-4.往慈光二街往慈光一街(車),NOR-1002,圳頂派出所,2025-09-05,08:48:11,2030826031,LOC_1738,121.280488,24.902647
(租11402)埔仁路、埔頂二街、公園三街-4.往埔頂二街往埔頂街(車),NOR-1002,圳頂派出所,2025-09-05,08:48:26,2030827031,LOC_1722,121.278193,24.902396
(租11402)埔仁路、埔頂二街、公園三街-3.往公園三街往埔仁路192巷(車),NOR-1002,圳頂派出所,2025-09-05,08:48:30,2030827021,LOC_1721,121.278156,24.901808
(租11402)埔頂街、隆德街、仁和路一段-4.往埔頂街往埔頂一街(車),NOR-1002,圳頂派出所,2025-09-05,08:48:53,2030825031,LOC_1726,121.276013,24.901762
(租11402)埔頂街、隆德街、仁和路一段-5.往埔頂街15巷往埔頂路一段(車),NOR-1002,圳頂派出所,2025-09-05,08:48:56,2030825041,LOC_1727,121.275726,24.901906
(租11402)埔頂街、隆德街、仁和路一段-3.往隆德街往埔頂路一段(車),NOR-1002,圳頂派出所,2025-09-05,08:49:09,2030825021,LOC_1725,121.275375,24.900885
(租11401)仁和路一段(市112)、仁和七街-5.往埔頂街(車),NOR-1002,圳頂派出所,2025-09-05,08:49:18,2030425041,LOC_1665,121.276375,24.900168
